"","params","delta","n","decision"
"1","delta=0.1, n=15",0.1,15,0
"2","delta=0.1, n=15",0.1,15,0
"3","delta=0.1, n=15",0.1,15,0
"4","delta=0.1, n=15",0.1,15,1
"5","delta=0.1, n=15",0.1,15,0
"6","delta=0.1, n=15",0.1,15,0
"7","delta=0.1, n=15",0.1,15,0
"8","delta=0.1, n=15",0.1,15,0
"9","delta=0.1, n=15",0.1,15,0
"10","delta=0.1, n=15",0.1,15,0
"11","delta=0.1, n=15",0.1,15,0
"12","delta=0.1, n=15",0.1,15,0
"13","delta=0.1, n=15",0.1,15,0
"14","delta=0.1, n=15",0.1,15,0
"15","delta=0.1, n=15",0.1,15,0
"16","delta=0.1, n=15",0.1,15,0
"17","delta=0.1, n=15",0.1,15,0
"18","delta=0.1, n=15",0.1,15,0
"19","delta=0.1, n=15",0.1,15,0
"20","delta=0.1, n=15",0.1,15,0
"21","delta=0.1, n=15",0.1,15,0
"22","delta=0.1, n=15",0.1,15,0
"23","delta=0.1, n=15",0.1,15,0
"24","delta=0.1, n=15",0.1,15,0
"25","delta=0.1, n=15",0.1,15,0
"26","delta=0.1, n=15",0.1,15,0
"27","delta=0.1, n=15",0.1,15,0
"28","delta=0.1, n=15",0.1,15,0
"29","delta=0.1, n=15",0.1,15,0
"30","delta=0.1, n=15",0.1,15,0
"31","delta=0.1, n=15",0.1,15,1
"32","delta=0.1, n=15",0.1,15,0
"33","delta=0.1, n=15",0.1,15,0
"34","delta=0.1, n=15",0.1,15,0
"35","delta=0.1, n=15",0.1,15,0
"36","delta=0.1, n=15",0.1,15,0
"37","delta=0.1, n=15",0.1,15,0
"38","delta=0.1, n=15",0.1,15,0
"39","delta=0.1, n=15",0.1,15,0
"40","delta=0.1, n=15",0.1,15,0
"41","delta=0.1, n=15",0.1,15,0
"42","delta=0.1, n=15",0.1,15,0
"43","delta=0.1, n=15",0.1,15,0
"44","delta=0.1, n=15",0.1,15,0
"45","delta=0.1, n=15",0.1,15,1
"46","delta=0.1, n=15",0.1,15,0
"47","delta=0.1, n=15",0.1,15,1
"48","delta=0.1, n=15",0.1,15,0
"49","delta=0.1, n=15",0.1,15,0
"50","delta=0.1, n=15",0.1,15,0
"51","delta=0.1, n=15",0.1,15,0
"52","delta=0.1, n=15",0.1,15,0
"53","delta=0.1, n=15",0.1,15,1
"54","delta=0.1, n=15",0.1,15,0
"55","delta=0.1, n=15",0.1,15,1
"56","delta=0.1, n=15",0.1,15,0
"57","delta=0.1, n=15",0.1,15,0
"58","delta=0.1, n=15",0.1,15,0
"59","delta=0.1, n=15",0.1,15,0
"60","delta=0.1, n=15",0.1,15,0
"61","delta=0.1, n=15",0.1,15,0
"62","delta=0.1, n=15",0.1,15,0
"63","delta=0.1, n=15",0.1,15,0
"64","delta=0.1, n=15",0.1,15,0
"65","delta=0.1, n=15",0.1,15,0
"66","delta=0.1, n=15",0.1,15,0
"67","delta=0.1, n=15",0.1,15,0
"68","delta=0.1, n=15",0.1,15,0
"69","delta=0.1, n=15",0.1,15,0
"70","delta=0.1, n=15",0.1,15,0
"71","delta=0.1, n=15",0.1,15,0
"72","delta=0.1, n=15",0.1,15,0
"73","delta=0.1, n=15",0.1,15,0
"74","delta=0.1, n=15",0.1,15,0
"75","delta=0.1, n=15",0.1,15,0
"76","delta=0.1, n=15",0.1,15,0
"77","delta=0.1, n=15",0.1,15,0
"78","delta=0.1, n=15",0.1,15,0
"79","delta=0.1, n=15",0.1,15,0
"80","delta=0.1, n=15",0.1,15,0
"81","delta=0.1, n=15",0.1,15,0
"82","delta=0.1, n=15",0.1,15,0
"83","delta=0.1, n=15",0.1,15,0
"84","delta=0.1, n=15",0.1,15,0
"85","delta=0.1, n=15",0.1,15,0
"86","delta=0.1, n=15",0.1,15,0
"87","delta=0.1, n=15",0.1,15,0
"88","delta=0.1, n=15",0.1,15,0
"89","delta=0.1, n=15",0.1,15,0
"90","delta=0.1, n=15",0.1,15,0
"91","delta=0.1, n=15",0.1,15,0
"92","delta=0.1, n=15",0.1,15,0
"93","delta=0.1, n=15",0.1,15,0
"94","delta=0.1, n=15",0.1,15,0
"95","delta=0.1, n=15",0.1,15,0
"96","delta=0.1, n=15",0.1,15,0
"97","delta=0.1, n=15",0.1,15,0
"98","delta=0.1, n=15",0.1,15,0
"99","delta=0.1, n=15",0.1,15,0
"100","delta=0.1, n=15",0.1,15,0
"101","delta=0.1, n=15",0.1,15,0
"102","delta=0.1, n=15",0.1,15,0
"103","delta=0.1, n=15",0.1,15,0
"104","delta=0.1, n=15",0.1,15,0
"105","delta=0.1, n=15",0.1,15,0
"106","delta=0.1, n=15",0.1,15,0
"107","delta=0.1, n=15",0.1,15,0
"108","delta=0.1, n=15",0.1,15,0
"109","delta=0.1, n=15",0.1,15,1
"110","delta=0.1, n=15",0.1,15,1
"111","delta=0.1, n=15",0.1,15,0
"112","delta=0.1, n=15",0.1,15,0
"113","delta=0.1, n=15",0.1,15,0
"114","delta=0.1, n=15",0.1,15,0
"115","delta=0.1, n=15",0.1,15,0
"116","delta=0.1, n=15",0.1,15,0
"117","delta=0.1, n=15",0.1,15,0
"118","delta=0.1, n=15",0.1,15,0
"119","delta=0.1, n=15",0.1,15,1
"120","delta=0.1, n=15",0.1,15,0
"121","delta=0.1, n=15",0.1,15,0
"122","delta=0.1, n=15",0.1,15,0
"123","delta=0.1, n=15",0.1,15,1
"124","delta=0.1, n=15",0.1,15,0
"125","delta=0.1, n=15",0.1,15,0
"126","delta=0.1, n=15",0.1,15,0
"127","delta=0.1, n=15",0.1,15,0
"128","delta=0.1, n=15",0.1,15,0
"129","delta=0.1, n=15",0.1,15,1
"130","delta=0.1, n=15",0.1,15,0
"131","delta=0.1, n=15",0.1,15,0
"132","delta=0.1, n=15",0.1,15,0
"133","delta=0.1, n=15",0.1,15,1
"134","delta=0.1, n=15",0.1,15,0
"135","delta=0.1, n=15",0.1,15,0
"136","delta=0.1, n=15",0.1,15,0
"137","delta=0.1, n=15",0.1,15,0
"138","delta=0.1, n=15",0.1,15,0
"139","delta=0.1, n=15",0.1,15,0
"140","delta=0.1, n=15",0.1,15,0
"141","delta=0.1, n=15",0.1,15,1
"142","delta=0.1, n=15",0.1,15,0
"143","delta=0.1, n=15",0.1,15,0
"144","delta=0.1, n=15",0.1,15,0
"145","delta=0.1, n=15",0.1,15,0
"146","delta=0.1, n=15",0.1,15,0
"147","delta=0.1, n=15",0.1,15,0
"148","delta=0.1, n=15",0.1,15,0
"149","delta=0.1, n=15",0.1,15,0
"150","delta=0.1, n=15",0.1,15,0
"151","delta=0.1, n=15",0.1,15,0
"152","delta=0.1, n=15",0.1,15,0
"153","delta=0.1, n=15",0.1,15,1
"154","delta=0.1, n=15",0.1,15,0
"155","delta=0.1, n=15",0.1,15,1
"156","delta=0.1, n=15",0.1,15,0
"157","delta=0.1, n=15",0.1,15,0
"158","delta=0.1, n=15",0.1,15,0
"159","delta=0.1, n=15",0.1,15,0
"160","delta=0.1, n=15",0.1,15,0
"161","delta=0.1, n=15",0.1,15,0
"162","delta=0.1, n=15",0.1,15,0
"163","delta=0.1, n=15",0.1,15,0
"164","delta=0.1, n=15",0.1,15,0
"165","delta=0.1, n=15",0.1,15,0
"166","delta=0.1, n=15",0.1,15,0
"167","delta=0.1, n=15",0.1,15,0
"168","delta=0.1, n=15",0.1,15,1
"169","delta=0.1, n=15",0.1,15,0
"170","delta=0.1, n=15",0.1,15,0
"171","delta=0.1, n=15",0.1,15,0
"172","delta=0.1, n=15",0.1,15,0
"173","delta=0.1, n=15",0.1,15,0
"174","delta=0.1, n=15",0.1,15,0
"175","delta=0.1, n=15",0.1,15,0
"176","delta=0.1, n=15",0.1,15,1
"177","delta=0.1, n=15",0.1,15,0
"178","delta=0.1, n=15",0.1,15,0
"179","delta=0.1, n=15",0.1,15,0
"180","delta=0.1, n=15",0.1,15,0
"181","delta=0.1, n=15",0.1,15,0
"182","delta=0.1, n=15",0.1,15,0
"183","delta=0.1, n=15",0.1,15,0
"184","delta=0.1, n=15",0.1,15,0
"185","delta=0.1, n=15",0.1,15,0
"186","delta=0.1, n=15",0.1,15,0
"187","delta=0.1, n=15",0.1,15,0
"188","delta=0.1, n=15",0.1,15,0
"189","delta=0.1, n=15",0.1,15,0
"190","delta=0.1, n=15",0.1,15,0
"191","delta=0.1, n=15",0.1,15,0
"192","delta=0.1, n=15",0.1,15,0
"193","delta=0.1, n=15",0.1,15,0
"194","delta=0.1, n=15",0.1,15,1
"195","delta=0.1, n=15",0.1,15,1
"196","delta=0.1, n=15",0.1,15,0
"197","delta=0.1, n=15",0.1,15,1
"198","delta=0.1, n=15",0.1,15,1
"199","delta=0.1, n=15",0.1,15,1
"200","delta=0.1, n=15",0.1,15,0
"201","delta=0.1, n=15",0.1,15,0
"202","delta=0.1, n=15",0.1,15,0
"203","delta=0.1, n=15",0.1,15,0
"204","delta=0.1, n=15",0.1,15,1
"205","delta=0.1, n=15",0.1,15,0
"206","delta=0.1, n=15",0.1,15,1
"207","delta=0.1, n=15",0.1,15,1
"208","delta=0.1, n=15",0.1,15,0
"209","delta=0.1, n=15",0.1,15,0
"210","delta=0.1, n=15",0.1,15,0
"211","delta=0.1, n=15",0.1,15,1
"212","delta=0.1, n=15",0.1,15,0
"213","delta=0.1, n=15",0.1,15,0
"214","delta=0.1, n=15",0.1,15,1
"215","delta=0.1, n=15",0.1,15,0
"216","delta=0.1, n=15",0.1,15,0
"217","delta=0.1, n=15",0.1,15,0
"218","delta=0.1, n=15",0.1,15,0
"219","delta=0.1, n=15",0.1,15,0
"220","delta=0.1, n=15",0.1,15,0
"221","delta=0.1, n=15",0.1,15,0
"222","delta=0.1, n=15",0.1,15,1
"223","delta=0.1, n=15",0.1,15,0
"224","delta=0.1, n=15",0.1,15,0
"225","delta=0.1, n=15",0.1,15,0
"226","delta=0.1, n=15",0.1,15,1
"227","delta=0.1, n=15",0.1,15,0
"228","delta=0.1, n=15",0.1,15,0
"229","delta=0.1, n=15",0.1,15,0
"230","delta=0.1, n=15",0.1,15,0
"231","delta=0.1, n=15",0.1,15,0
"232","delta=0.1, n=15",0.1,15,0
"233","delta=0.1, n=15",0.1,15,0
"234","delta=0.1, n=15",0.1,15,0
"235","delta=0.1, n=15",0.1,15,0
"236","delta=0.1, n=15",0.1,15,0
"237","delta=0.1, n=15",0.1,15,0
"238","delta=0.1, n=15",0.1,15,0
"239","delta=0.1, n=15",0.1,15,0
"240","delta=0.1, n=15",0.1,15,0
"241","delta=0.1, n=15",0.1,15,0
"242","delta=0.1, n=15",0.1,15,0
"243","delta=0.1, n=15",0.1,15,0
"244","delta=0.1, n=15",0.1,15,0
"245","delta=0.1, n=15",0.1,15,0
"246","delta=0.1, n=15",0.1,15,1
"247","delta=0.1, n=15",0.1,15,0
"248","delta=0.1, n=15",0.1,15,0
"249","delta=0.1, n=15",0.1,15,0
"250","delta=0.1, n=15",0.1,15,0
"251","delta=0.1, n=15",0.1,15,0
"252","delta=0.1, n=15",0.1,15,0
"253","delta=0.1, n=15",0.1,15,0
"254","delta=0.1, n=15",0.1,15,0
"255","delta=0.1, n=15",0.1,15,0
"256","delta=0.1, n=15",0.1,15,0
"257","delta=0.1, n=15",0.1,15,0
"258","delta=0.1, n=15",0.1,15,0
"259","delta=0.1, n=15",0.1,15,0
"260","delta=0.1, n=15",0.1,15,0
"261","delta=0.1, n=15",0.1,15,0
"262","delta=0.1, n=15",0.1,15,0
"263","delta=0.1, n=15",0.1,15,0
"264","delta=0.1, n=15",0.1,15,0
"265","delta=0.1, n=15",0.1,15,0
"266","delta=0.1, n=15",0.1,15,0
"267","delta=0.1, n=15",0.1,15,0
"268","delta=0.1, n=15",0.1,15,0
"269","delta=0.1, n=15",0.1,15,0
"270","delta=0.1, n=15",0.1,15,1
"271","delta=0.1, n=15",0.1,15,0
"272","delta=0.1, n=15",0.1,15,0
"273","delta=0.1, n=15",0.1,15,1
"274","delta=0.1, n=15",0.1,15,1
"275","delta=0.1, n=15",0.1,15,0
"276","delta=0.1, n=15",0.1,15,0
"277","delta=0.1, n=15",0.1,15,0
"278","delta=0.1, n=15",0.1,15,0
"279","delta=0.1, n=15",0.1,15,0
"280","delta=0.1, n=15",0.1,15,0
"281","delta=0.1, n=15",0.1,15,0
"282","delta=0.1, n=15",0.1,15,0
"283","delta=0.1, n=15",0.1,15,0
"284","delta=0.1, n=15",0.1,15,0
"285","delta=0.1, n=15",0.1,15,0
"286","delta=0.1, n=15",0.1,15,0
"287","delta=0.1, n=15",0.1,15,1
"288","delta=0.1, n=15",0.1,15,0
"289","delta=0.1, n=15",0.1,15,1
"290","delta=0.1, n=15",0.1,15,0
"291","delta=0.1, n=15",0.1,15,1
"292","delta=0.1, n=15",0.1,15,0
"293","delta=0.1, n=15",0.1,15,0
"294","delta=0.1, n=15",0.1,15,0
"295","delta=0.1, n=15",0.1,15,0
"296","delta=0.1, n=15",0.1,15,0
"297","delta=0.1, n=15",0.1,15,0
"298","delta=0.1, n=15",0.1,15,0
"299","delta=0.1, n=15",0.1,15,0
"300","delta=0.1, n=15",0.1,15,0
"301","delta=0.1, n=15",0.1,15,0
"302","delta=0.1, n=15",0.1,15,0
"303","delta=0.1, n=15",0.1,15,0
"304","delta=0.1, n=15",0.1,15,0
"305","delta=0.1, n=15",0.1,15,0
"306","delta=0.1, n=15",0.1,15,0
"307","delta=0.1, n=15",0.1,15,1
"308","delta=0.1, n=15",0.1,15,0
"309","delta=0.1, n=15",0.1,15,0
"310","delta=0.1, n=15",0.1,15,0
"311","delta=0.1, n=15",0.1,15,0
"312","delta=0.1, n=15",0.1,15,0
"313","delta=0.1, n=15",0.1,15,0
"314","delta=0.1, n=15",0.1,15,0
"315","delta=0.1, n=15",0.1,15,0
"316","delta=0.1, n=15",0.1,15,0
"317","delta=0.1, n=15",0.1,15,0
"318","delta=0.1, n=15",0.1,15,0
"319","delta=0.1, n=15",0.1,15,0
"320","delta=0.1, n=15",0.1,15,0
"321","delta=0.1, n=15",0.1,15,0
"322","delta=0.1, n=15",0.1,15,0
"323","delta=0.1, n=15",0.1,15,0
"324","delta=0.1, n=15",0.1,15,0
"325","delta=0.1, n=15",0.1,15,1
"326","delta=0.1, n=15",0.1,15,0
"327","delta=0.1, n=15",0.1,15,0
"328","delta=0.1, n=15",0.1,15,0
"329","delta=0.1, n=15",0.1,15,0
"330","delta=0.1, n=15",0.1,15,0
"331","delta=0.1, n=15",0.1,15,0
"332","delta=0.1, n=15",0.1,15,0
"333","delta=0.1, n=15",0.1,15,0
"334","delta=0.1, n=15",0.1,15,0
"335","delta=0.1, n=15",0.1,15,0
"336","delta=0.1, n=15",0.1,15,0
"337","delta=0.1, n=15",0.1,15,0
"338","delta=0.1, n=15",0.1,15,0
"339","delta=0.1, n=15",0.1,15,1
"340","delta=0.1, n=15",0.1,15,0
"341","delta=0.1, n=15",0.1,15,0
"342","delta=0.1, n=15",0.1,15,0
"343","delta=0.1, n=15",0.1,15,0
"344","delta=0.1, n=15",0.1,15,0
"345","delta=0.1, n=15",0.1,15,0
"346","delta=0.1, n=15",0.1,15,0
"347","delta=0.1, n=15",0.1,15,0
"348","delta=0.1, n=15",0.1,15,0
"349","delta=0.1, n=15",0.1,15,0
"350","delta=0.1, n=15",0.1,15,0
"351","delta=0.1, n=15",0.1,15,0
"352","delta=0.1, n=15",0.1,15,1
"353","delta=0.1, n=15",0.1,15,1
"354","delta=0.1, n=15",0.1,15,0
"355","delta=0.1, n=15",0.1,15,0
"356","delta=0.1, n=15",0.1,15,0
"357","delta=0.1, n=15",0.1,15,0
"358","delta=0.1, n=15",0.1,15,0
"359","delta=0.1, n=15",0.1,15,0
"360","delta=0.1, n=15",0.1,15,1
"361","delta=0.1, n=15",0.1,15,0
"362","delta=0.1, n=15",0.1,15,0
"363","delta=0.1, n=15",0.1,15,1
"364","delta=0.1, n=15",0.1,15,1
"365","delta=0.1, n=15",0.1,15,0
"366","delta=0.1, n=15",0.1,15,0
"367","delta=0.1, n=15",0.1,15,1
"368","delta=0.1, n=15",0.1,15,0
"369","delta=0.1, n=15",0.1,15,1
"370","delta=0.1, n=15",0.1,15,0
"371","delta=0.1, n=15",0.1,15,0
"372","delta=0.1, n=15",0.1,15,0
"373","delta=0.1, n=15",0.1,15,0
"374","delta=0.1, n=15",0.1,15,0
"375","delta=0.1, n=15",0.1,15,0
"376","delta=0.1, n=15",0.1,15,0
"377","delta=0.1, n=15",0.1,15,0
"378","delta=0.1, n=15",0.1,15,0
"379","delta=0.1, n=15",0.1,15,0
"380","delta=0.1, n=15",0.1,15,0
"381","delta=0.1, n=15",0.1,15,0
"382","delta=0.1, n=15",0.1,15,1
"383","delta=0.1, n=15",0.1,15,0
"384","delta=0.1, n=15",0.1,15,0
"385","delta=0.1, n=15",0.1,15,1
"386","delta=0.1, n=15",0.1,15,0
"387","delta=0.1, n=15",0.1,15,0
"388","delta=0.1, n=15",0.1,15,0
"389","delta=0.1, n=15",0.1,15,0
"390","delta=0.1, n=15",0.1,15,0
"391","delta=0.1, n=15",0.1,15,0
"392","delta=0.1, n=15",0.1,15,1
"393","delta=0.1, n=15",0.1,15,1
"394","delta=0.1, n=15",0.1,15,0
"395","delta=0.1, n=15",0.1,15,0
"396","delta=0.1, n=15",0.1,15,0
"397","delta=0.1, n=15",0.1,15,0
"398","delta=0.1, n=15",0.1,15,0
"399","delta=0.1, n=15",0.1,15,0
"400","delta=0.1, n=15",0.1,15,0
"401","delta=0.1, n=15",0.1,15,0
"402","delta=0.1, n=15",0.1,15,0
"403","delta=0.1, n=15",0.1,15,0
"404","delta=0.1, n=15",0.1,15,0
"405","delta=0.1, n=15",0.1,15,0
"406","delta=0.1, n=15",0.1,15,1
"407","delta=0.1, n=15",0.1,15,1
"408","delta=0.1, n=15",0.1,15,0
"409","delta=0.1, n=15",0.1,15,1
"410","delta=0.1, n=15",0.1,15,0
"411","delta=0.1, n=15",0.1,15,0
"412","delta=0.1, n=15",0.1,15,1
"413","delta=0.1, n=15",0.1,15,0
"414","delta=0.1, n=15",0.1,15,0
"415","delta=0.1, n=15",0.1,15,0
"416","delta=0.1, n=15",0.1,15,0
"417","delta=0.1, n=15",0.1,15,0
"418","delta=0.1, n=15",0.1,15,0
"419","delta=0.1, n=15",0.1,15,0
"420","delta=0.1, n=15",0.1,15,0
"421","delta=0.1, n=15",0.1,15,0
"422","delta=0.1, n=15",0.1,15,0
"423","delta=0.1, n=15",0.1,15,0
"424","delta=0.1, n=15",0.1,15,0
"425","delta=0.1, n=15",0.1,15,1
"426","delta=0.1, n=15",0.1,15,0
"427","delta=0.1, n=15",0.1,15,0
"428","delta=0.1, n=15",0.1,15,0
"429","delta=0.1, n=15",0.1,15,1
"430","delta=0.1, n=15",0.1,15,0
"431","delta=0.1, n=15",0.1,15,0
"432","delta=0.1, n=15",0.1,15,0
"433","delta=0.1, n=15",0.1,15,1
"434","delta=0.1, n=15",0.1,15,0
"435","delta=0.1, n=15",0.1,15,0
"436","delta=0.1, n=15",0.1,15,1
"437","delta=0.1, n=15",0.1,15,1
"438","delta=0.1, n=15",0.1,15,0
"439","delta=0.1, n=15",0.1,15,0
"440","delta=0.1, n=15",0.1,15,0
"441","delta=0.1, n=15",0.1,15,0
"442","delta=0.1, n=15",0.1,15,0
"443","delta=0.1, n=15",0.1,15,0
"444","delta=0.1, n=15",0.1,15,0
"445","delta=0.1, n=15",0.1,15,0
"446","delta=0.1, n=15",0.1,15,0
"447","delta=0.1, n=15",0.1,15,1
"448","delta=0.1, n=15",0.1,15,0
"449","delta=0.1, n=15",0.1,15,0
"450","delta=0.1, n=15",0.1,15,0
"451","delta=0.1, n=15",0.1,15,1
"452","delta=0.1, n=15",0.1,15,0
"453","delta=0.1, n=15",0.1,15,0
"454","delta=0.1, n=15",0.1,15,0
"455","delta=0.1, n=15",0.1,15,0
"456","delta=0.1, n=15",0.1,15,0
"457","delta=0.1, n=15",0.1,15,0
"458","delta=0.1, n=15",0.1,15,0
"459","delta=0.1, n=15",0.1,15,0
"460","delta=0.1, n=15",0.1,15,0
"461","delta=0.1, n=15",0.1,15,0
"462","delta=0.1, n=15",0.1,15,0
"463","delta=0.1, n=15",0.1,15,0
"464","delta=0.1, n=15",0.1,15,0
"465","delta=0.1, n=15",0.1,15,0
"466","delta=0.1, n=15",0.1,15,0
"467","delta=0.1, n=15",0.1,15,0
"468","delta=0.1, n=15",0.1,15,1
"469","delta=0.1, n=15",0.1,15,1
"470","delta=0.1, n=15",0.1,15,0
"471","delta=0.1, n=15",0.1,15,0
"472","delta=0.1, n=15",0.1,15,0
"473","delta=0.1, n=15",0.1,15,0
"474","delta=0.1, n=15",0.1,15,0
"475","delta=0.1, n=15",0.1,15,0
"476","delta=0.1, n=15",0.1,15,0
"477","delta=0.1, n=15",0.1,15,0
"478","delta=0.1, n=15",0.1,15,0
"479","delta=0.1, n=15",0.1,15,0
"480","delta=0.1, n=15",0.1,15,0
"481","delta=0.1, n=15",0.1,15,0
"482","delta=0.1, n=15",0.1,15,0
"483","delta=0.1, n=15",0.1,15,0
"484","delta=0.1, n=15",0.1,15,0
"485","delta=0.1, n=15",0.1,15,0
"486","delta=0.1, n=15",0.1,15,0
"487","delta=0.1, n=15",0.1,15,0
"488","delta=0.1, n=15",0.1,15,0
"489","delta=0.1, n=15",0.1,15,0
"490","delta=0.1, n=15",0.1,15,1
"491","delta=0.1, n=15",0.1,15,0
"492","delta=0.1, n=15",0.1,15,0
"493","delta=0.1, n=15",0.1,15,0
"494","delta=0.1, n=15",0.1,15,0
"495","delta=0.1, n=15",0.1,15,0
"496","delta=0.1, n=15",0.1,15,0
"497","delta=0.1, n=15",0.1,15,0
"498","delta=0.1, n=15",0.1,15,0
"499","delta=0.1, n=15",0.1,15,0
"500","delta=0.1, n=15",0.1,15,0
"501","delta=0.1, n=15",0.1,15,0
"502","delta=0.1, n=15",0.1,15,0
"503","delta=0.1, n=15",0.1,15,0
"504","delta=0.1, n=15",0.1,15,1
"505","delta=0.1, n=15",0.1,15,0
"506","delta=0.1, n=15",0.1,15,0
"507","delta=0.1, n=15",0.1,15,0
"508","delta=0.1, n=15",0.1,15,0
"509","delta=0.1, n=15",0.1,15,0
"510","delta=0.1, n=15",0.1,15,0
"511","delta=0.1, n=15",0.1,15,0
"512","delta=0.1, n=15",0.1,15,0
"513","delta=0.1, n=15",0.1,15,0
"514","delta=0.1, n=15",0.1,15,0
"515","delta=0.1, n=15",0.1,15,1
"516","delta=0.1, n=15",0.1,15,0
"517","delta=0.1, n=15",0.1,15,0
"518","delta=0.1, n=15",0.1,15,0
"519","delta=0.1, n=15",0.1,15,0
"520","delta=0.1, n=15",0.1,15,0
"521","delta=0.1, n=15",0.1,15,0
"522","delta=0.1, n=15",0.1,15,0
"523","delta=0.1, n=15",0.1,15,0
"524","delta=0.1, n=15",0.1,15,0
"525","delta=0.1, n=15",0.1,15,0
"526","delta=0.1, n=15",0.1,15,0
"527","delta=0.1, n=15",0.1,15,0
"528","delta=0.1, n=15",0.1,15,0
"529","delta=0.1, n=15",0.1,15,1
"530","delta=0.1, n=15",0.1,15,0
"531","delta=0.1, n=15",0.1,15,1
"532","delta=0.1, n=15",0.1,15,1
"533","delta=0.1, n=15",0.1,15,0
"534","delta=0.1, n=15",0.1,15,0
"535","delta=0.1, n=15",0.1,15,0
"536","delta=0.1, n=15",0.1,15,0
"537","delta=0.1, n=15",0.1,15,0
"538","delta=0.1, n=15",0.1,15,0
"539","delta=0.1, n=15",0.1,15,0
"540","delta=0.1, n=15",0.1,15,0
"541","delta=0.1, n=15",0.1,15,0
"542","delta=0.1, n=15",0.1,15,0
"543","delta=0.1, n=15",0.1,15,0
"544","delta=0.1, n=15",0.1,15,0
"545","delta=0.1, n=15",0.1,15,0
"546","delta=0.1, n=15",0.1,15,0
"547","delta=0.1, n=15",0.1,15,0
"548","delta=0.1, n=15",0.1,15,0
"549","delta=0.1, n=15",0.1,15,0
"550","delta=0.1, n=15",0.1,15,0
"551","delta=0.1, n=15",0.1,15,0
"552","delta=0.1, n=15",0.1,15,0
"553","delta=0.1, n=15",0.1,15,0
"554","delta=0.1, n=15",0.1,15,0
"555","delta=0.1, n=15",0.1,15,1
"556","delta=0.1, n=15",0.1,15,1
"557","delta=0.1, n=15",0.1,15,0
"558","delta=0.1, n=15",0.1,15,0
"559","delta=0.1, n=15",0.1,15,1
"560","delta=0.1, n=15",0.1,15,0
"561","delta=0.1, n=15",0.1,15,0
"562","delta=0.1, n=15",0.1,15,0
"563","delta=0.1, n=15",0.1,15,0
"564","delta=0.1, n=15",0.1,15,1
"565","delta=0.1, n=15",0.1,15,0
"566","delta=0.1, n=15",0.1,15,0
"567","delta=0.1, n=15",0.1,15,0
"568","delta=0.1, n=15",0.1,15,0
"569","delta=0.1, n=15",0.1,15,0
"570","delta=0.1, n=15",0.1,15,0
"571","delta=0.1, n=15",0.1,15,0
"572","delta=0.1, n=15",0.1,15,0
"573","delta=0.1, n=15",0.1,15,0
"574","delta=0.1, n=15",0.1,15,1
"575","delta=0.1, n=15",0.1,15,0
"576","delta=0.1, n=15",0.1,15,0
"577","delta=0.1, n=15",0.1,15,0
"578","delta=0.1, n=15",0.1,15,0
"579","delta=0.1, n=15",0.1,15,0
"580","delta=0.1, n=15",0.1,15,0
"581","delta=0.1, n=15",0.1,15,0
"582","delta=0.1, n=15",0.1,15,0
"583","delta=0.1, n=15",0.1,15,0
"584","delta=0.1, n=15",0.1,15,0
"585","delta=0.1, n=15",0.1,15,0
"586","delta=0.1, n=15",0.1,15,0
"587","delta=0.1, n=15",0.1,15,0
"588","delta=0.1, n=15",0.1,15,0
"589","delta=0.1, n=15",0.1,15,0
"590","delta=0.1, n=15",0.1,15,0
"591","delta=0.1, n=15",0.1,15,0
"592","delta=0.1, n=15",0.1,15,0
"593","delta=0.1, n=15",0.1,15,1
"594","delta=0.1, n=15",0.1,15,0
"595","delta=0.1, n=15",0.1,15,0
"596","delta=0.1, n=15",0.1,15,0
"597","delta=0.1, n=15",0.1,15,0
"598","delta=0.1, n=15",0.1,15,0
"599","delta=0.1, n=15",0.1,15,0
"600","delta=0.1, n=15",0.1,15,0
"601","delta=0.1, n=15",0.1,15,1
"602","delta=0.1, n=15",0.1,15,0
"603","delta=0.1, n=15",0.1,15,0
"604","delta=0.1, n=15",0.1,15,1
"605","delta=0.1, n=15",0.1,15,0
"606","delta=0.1, n=15",0.1,15,0
"607","delta=0.1, n=15",0.1,15,0
"608","delta=0.1, n=15",0.1,15,0
"609","delta=0.1, n=15",0.1,15,1
"610","delta=0.1, n=15",0.1,15,0
"611","delta=0.1, n=15",0.1,15,0
"612","delta=0.1, n=15",0.1,15,0
"613","delta=0.1, n=15",0.1,15,0
"614","delta=0.1, n=15",0.1,15,0
"615","delta=0.1, n=15",0.1,15,0
"616","delta=0.1, n=15",0.1,15,0
"617","delta=0.1, n=15",0.1,15,0
"618","delta=0.1, n=15",0.1,15,0
"619","delta=0.1, n=15",0.1,15,0
"620","delta=0.1, n=15",0.1,15,0
"621","delta=0.1, n=15",0.1,15,1
"622","delta=0.1, n=15",0.1,15,0
"623","delta=0.1, n=15",0.1,15,0
"624","delta=0.1, n=15",0.1,15,0
"625","delta=0.1, n=15",0.1,15,0
"626","delta=0.1, n=15",0.1,15,1
"627","delta=0.1, n=15",0.1,15,0
"628","delta=0.1, n=15",0.1,15,0
"629","delta=0.1, n=15",0.1,15,0
"630","delta=0.1, n=15",0.1,15,0
"631","delta=0.1, n=15",0.1,15,0
"632","delta=0.1, n=15",0.1,15,0
"633","delta=0.1, n=15",0.1,15,0
"634","delta=0.1, n=15",0.1,15,0
"635","delta=0.1, n=15",0.1,15,0
